Weight,Quantity
1309.81,285
1875.33,694
1568.54,3676
2590.68,7899
1426.46,2261
2941.58,6392
3221.06,4866
1184.49,9258
4541.08,3976
1423.96,957
504.71,8321
107.08,2700
1930.91,8848
4141.09,6664
3022.86,3274
1756.1,1453
499.68,8255
1428.28,5181
1658.61,6942
1325.73,6995
3921.82,5643
1181.39,7334
2962.72,5108
3270.96,5221
2062.97,9920
4794.83,1527
841.52,1409
4604.21,8040
3072.97,8567
4915.46,1687
812.14,5752
3820.1,1059
1381.24,8478
468.63,4457
1095.53,3115
1227.05,7827
3492.43,6609
3440.91,3097
4435.62,1407
1604.46,5800
1750.72,3039
4266.85,9064
2663.01,1953
1541.79,668
4625.61,8233
650.41,9255
3742.33,1436
1795.83,6081
4276.81,810
724.48,5034
4892.67,3069
1475.61,44
1787.12,7214
2710.65,1088
4272.85,1682
2484.34,571
2222.17,3439
572.35,519
3512.98,6808
451.19,741
1799.38,2837
33.86,9853
1026.52,5734
3383.27,352
4600.8,1567
1085.07,7312
813.03,739
3168.78,2603
3359.52,9140
486.08,356
2279.47,7754
2905.23,5987
1456.07,5342
733.71,8661
2615.31,5873
2805.73,9309
864.67,19
1405.23,5212
2872.44,7446
1361.47,5284
467.6,5246
533.57,2086
2051.99,9138
1163.93,930
763.34,3237
1193.86,1444
4728.79,1237
1010.27,4720
1253.04,1231
4996.43,4004
3138.67,7061
3144,5549
4100.6,3580
1494.62,4202
725.98,9703
3930.04,7536
1762.49,3295
3466.32,2752
4294.74,7125
3552.79,8430
1320.39,3099
1289.8,1062
911.63,2753
2831.53,829
2928.56,2545
1093.94,4980
4138.89,3967
335.68,1243
4691.49,2373
1870.87,4100
3572.36,8472
4989.08,7842
3183.02,9560
4235.37,5475
4903.23,8957
1361.23,4459
2709.05,6142
691.99,7302
4708.83,9447
2289.12,5674
4445.94,5163
198.06,6862
1197.32,1653
3953.7,8782
1772.97,1621
4891.96,6132
1029.35,4319
1196.33,4512
2038.46,1922
1900.89,6679
3294.35,588
660.7,109
385.08,6789
2213.21,5943
4963.52,1125
3486.83,2707
4654.98,896
1840.1,4745
2239.7,1513
2780.53,5288
2830.49,1688
2144.89,2473
1423.21,2865
1604.34,795
4646.42,1640
89.5,4567
4170.3,9619
3127.19,4487
773.04,7935
2732.5,1004
3170.17,6459
2595.07,3493
482.02,3760
4192.73,8062
4806.98,1376
2270.69,1114
4538.58,9294
2950.43,9480
4266.25,3460
3841.08,3218
1084.03,5886
677.43,3904
1689.97,6942
831.14,1914
1920.85,7892
4351.14,2526
2697.8,4892
4682.06,6944
4002.71,5405
424.53,1431
2334.13,216
4878.29,6694
4744.15,4695
2547.63,1630
3751.89,2204
2731.33,7560
1643.79,1794
3433.07,2057
80.07,8482
2925.1,1918
1376.82,2681
3109.24,725
2085.39,2058
997.9,8529
3147.13,4581
4319.07,4702
2835.36,3674
1241.66,8609
3543.31,4339
4043.88,5404
2053.9,5914
1252.13,6154
2570.73,4607
888.08,1205
3088.36,9547
3788.97,2455
2654.54,2530
725.1,1156
2729.71,8068
2672.09,4517
4002.13,6349
2881.23,5316
202.16,7529
4323.32,1511
3896.86,7159
1551.92,1506
2623.61,434
4361.69,1507
1882.86,6778
3643.05,3549
773.87,3592
2860.21,3634
1894.04,8133
4675.61,7694
2421.95,1479
1040.65,7473
36.39,4246
1356.19,6766
1771.61,8962
442.11,6184
4565.91,6700
4449.1,3589
2065.22,9834
3812.48,2432
3448.85,9561
2425.96,4608
4162.01,3957
1192.55,3093
1639.36,5647
4740.04,5863
4123.55,7268
3697.46,3883
2095.67,2636
4989.29,3404
2099.82,3439
159.73,1217
1317.04,111
2035.17,4577
1520.96,3418
1492.9,497
4944.28,9198
2261.42,4518
1961.54,4282
3460.65,6910
249.35,3048
405.78,7934
3425.57,1854
235.75,1579
1735.21,454
1945.68,1230
1661.4,3706
1208.38,4237
1848,2037
1338.49,4970
3696.19,532
618.81,3576
389.34,1318
1368.37,3189
2560.22,8834
1906.2,9193
3011.88,662
4708.18,1735
1223.76,5187
2615.35,9196
952.82,7579
4290.15,2201
405.4,4016
1848.83,9183
883.61,4243
3134.97,8419
1995.61,9807
2455.59,6364
3311.76,2379
1210.88,7581
3286.81,8160
4464.93,5513
4407.83,9593
4365.49,6504
566.84,7305
2220.42,8028
4337.8,7883
2099.31,3348
1331.17,4196
4187.87,3332
3764.3,7169
616.98,8195
35.67,4602
4353.96,6761
208.9,4446
1446.2,3095
2504.79,3710
3860.68,7735
180.72,2956
286.88,3619
4848.06,68
1816.78,9894
3844.26,9535
48.17,390
3731.6,5201
188.52,8236
1721.44,4372
3736.57,1421
4011.59,5212
1907.87,1714
1303.71,1717
3111.85,2975
397.97,2040
2340.81,5695
627.12,6106
2797.96,5750
645.27,3426
4946.39,2962
4965.92,8205
693.48,7226
834.69,3855
2604.67,8785
1003.38,3745
4270.74,2075
2823.17,1049
1267.5,4329
764.23,3327
2546.49,6480
162.37,234
572.06,925
4337.04,4996
4451.31,73
4449.3,6398
1200.52,8271
3450.85,7764
3645.02,5048
2236.79,928
146.58,6986
3758.26,878
3568.34,4318
4668.08,869
2215.64,8201
575.68,7496
3474.43,2850
1751.14,2077
4673.45,6278
378.59,2061
664.93,4480
1173.01,9252
1101.56,3424
2159.44,4436
487.15,5902
3389.48,4084
4718.66,980
4378.35,361
1981.45,8669
3735.45,8137
585.36,5504
1212.3,5267
2256.73,5510
1165.97,2125
1430.57,9310
2494.97,4649
552.71,6328
4564.36,8028
3328.06,1426
303.93,4040
1549.51,5773
3271.46,7993
2823.34,2967
3771.72,8487
2985.7,6835
2898.12,2449
3158.31,3418
4247.29,3732
106.85,4170
635.12,4635
3788.42,4131
3858.24,4815
778.38,5655
3843.16,7812
435.84,6796
2922.33,5974
4147.95,6454
4854.71,5234
2771.28,1478
1351.33,1217
2667.23,8525
3370.81,334
822.75,8308
2527.34,6462
4071.94,2726
2462.93,3245
2833.75,5513
742.36,7125
4391.47,8803
3758.95,4202
2060.73,1780
2850.82,7555
3372.27,462
1587.65,9699
1908.51,9823
4974.04,7887
505.96,7070
2115.75,4489
3759.4,1686
2612.08,7381
4084.78,2816
575.29,9712
1832.76,7107
610.74,1626
4427.27,340
3169.94,68
1274.31,3143
2005.63,2559
4637.8,3405
7.53,4680
2794.19,9630
2315.92,5305
1743.02,5771
2065.15,2071
4231.21,7107
3780.06,2789
956.96,7838
4304.33,9190
2372.28,9178
2336.39,6710
3078.06,5231
1593.14,9069
2398.92,9386
130.35,912
861,6770
620.51,9551
2830.35,7931
1565.6,2376
1488.17,686
3677.63,9919
3897.7,6552
2125.36,9184
3639.82,1280
4776.68,1245
622.77,9026
1507.37,9525
4617.11,18
2429.2,5963
2466.96,9223
4961.59,7801
2920.51,9969
3723.68,8006
696.29,2520
4202.85,9542
3316.12,9555
1225.84,6347
1258.08,7481
597.51,6271
599.96,188
2555.93,1957
1010.91,8285
3129.54,1861
4980.94,4408
3149.02,4828
894.04,4009
659.34,2095
337.58,5508
4797.86,6475
3216.39,1294
2935.08,9316
4058.36,9262
1719.67,4089
1926.67,3377
1586.58,70
3952.47,2062
4027.89,99
3440.47,4723
1533.17,4309
4185.63,4262
2903.13,4260
86.67,3702
2463.53,28
3897.97,299
1693.99,2896
279.8,6640
1662.84,3070
3961.98,943
4959.75,5460
4465.08,9442
4684.83,2246
3795.57,2110
3764.7,5043
748.19,262
4775.59,9266
858.11,6144
3298.95,7514
962.43,9257
3742.66,2213
1804.27,8604
1899.76,4981
2436.38,4717
969.14,6991
4517.02,5072
194.94,4146
3338.86,8806
232.85,8825
3265.43,4830
2826.02,6329
2805.55,9104
1835.79,1861
4782.98,9009
4168.04,2518
3747.36,2131
764.86,4008
678.24,1249
1428.84,6624
3573.64,8286
2411.01,2177
3581.89,4249
57.78,7737
3037.32,3312
3500.97,4485
3906.34,9700
771.65,6323
464.34,7075
1951.39,3773
4720.02,1898
2235.06,4428
4050.84,7602
1041.08,1503
3609.03,1338
300.04,9723
2952.72,3141
1755.52,3960
2946.49,5650
528.87,7388
798.11,5246
4617.68,5776
4479.75,9801
2794.72,8263
2413.55,3113
4348.49,3682
4175.06,533
4680.42,8173
2818.26,461
1587.13,8838
4682.22,403
3357.45,4883
261.23,3730
3536.36,7658
3535.97,5988
2234.33,6296
771.19,6491
2978.59,99
3507.36,4363
3528.87,5260
1474.68,4804
1063.21,3129
2504.32,7669
2229.28,1729
3752.49,8298
4840.11,3513
4695.1,5213
925.73,5696
294.11,6406
3687.02,7709
735.78,5506
4163.73,7724
601.99,5712
1400,273
318.96,2781
4190.73,9793
2951.92,6381
2661.27,4919
4390.4,6650
2703.54,8637
1442.1,5581
2507.6,338
4300.2,1762
3790.79,4273
403.06,3089
3651.74,3858
2458.35,1458
1403.83,641
2320.21,8788
791.94,9348
4526.59,7005
2605.12,5672
2173.06,5357
4172.96,27
3986.67,5845
3112.01,6
898.17,145
3612.02,3806
468.02,9825
948.54,4121
3112.78,470
3283.64,9349
2565.52,5104
4321.7,1349
219.32,8681
4618.7,1554
210.24,4460
2024.26,4280
4683.46,6970
1643.96,6183
2866.99,5624
4359.93,7625
1721.65,8277
1331.28,1276
3091.03,4105
4055.9,8286
3130.86,1028
3201.94,7585
3591.57,7677
1460.72,8935
2123.44,1200
2358.71,2959
1044.06,4867
3632.47,3440
2870.87,6534
4934.96,9646
3680.7,7952
1532.17,3678
242.44,8598
3561.43,8035
3598.84,2029
4581.69,8208
2690.36,631
2254.79,8856
4889.79,7366
3725.94,4969
68.16,9292
2048.62,2275
1672.01,7644
1664.85,5178
744.17,794
1568.03,9580
1331.25,2731
2127.36,5131
1291.48,3354
1496.18,6087
2654.52,6816
4290.77,1074
4443.06,2864
16.07,8549
3503.2,3667
3638.64,5386
1462.02,5259
3438.74,6727
2332.08,8447
1277.04,8941
1717.22,1649
927.87,8714
4249.08,2785
1085.68,8904
4067.97,2575
2023.83,8078
4336.86,9808
3338.96,3445
1043.93,5389
1091.78,8228
2575.06,2364
337.56,871
2697.17,3733
1436.32,7014
3231.06,8878
4518.74,2904
2586.12,710
771.22,5897
3195.99,2644
3336.81,397
3181.28,6986
4706.98,5128
4453.27,5223
4501.56,8168
3979.27,1633
4663.39,2764
2594.08,4173
1360.93,491
2928.49,342
320.59,4609
4372.79,4171
4331.1,7617
1390.29,7718
1737.97,872
1507.8,5754
724.24,167
600.59,2194
1029.89,1856
2595.5,46
1792.61,7925
1982.26,980
1671.17,8182
3658.23,6519
4856.3,9425
739.64,8941
2588.97,7494
2202.8,8383
1716.56,6677
3014.79,5856
4892.55,1051
3442.32,9525
3809.16,6037
163.2,4242
2125.23,5666
1343.45,7975
4837.33,5191
3724.26,6185
2624.09,2766
1894.38,7380
1069.17,8006
1411.78,2285
345.19,6442
1901.03,8122
280.97,2239
1938.61,3828
1863.06,8456
2318.08,2613
1746.45,4572
3422.55,51
4262.02,9303
4626.13,7301
2895.22,745
982.96,1041
3698.71,3558
4730.62,4914
3491.68,8573
2333.81,7275
2821.91,4614
1570.3,8328
664.02,1517
3190.47,8785
2528.03,6532
2834.46,9532
3183.18,5601
1152.42,6966
3163.52,3133
4805.16,1630
3622.57,4669
198.77,3140
2053.86,2825
3513.37,8273
3784.43,7818
4800.07,8374
333.1,4869
2558.6,7859
1289.32,8498
765.95,9566
558.87,8885
3395.17,7827
1729.08,7550
1355.22,8319
3274.95,629
1052.58,7548
2171.38,9075
362.07,7057
4209.62,4422
4483.97,5520
4986.12,5710
1204.91,5085
4614.24,6631
539.68,7411
1915.74,5350
4910.33,6795
3976.53,4858
361.51,1109
3122.16,590
45,8258
3504.31,273
1999.97,524
2305.48,3520
2161.98,2051
1994.65,7519
4570.36,9674
4475.28,1229
458.36,7489
1132.53,9039
454.6,2124
4180.42,1315
2543.02,3532
2557.95,9097
715.61,3751
4078.04,3164
2055.06,2278
3660.98,8900
4875.75,260
1794.42,9013
2499.06,751
1294.85,5397
1802.25,3376
2572.63,484
2598.28,7912
4482.24,9784
2510.29,1725
137.87,2870
2914.04,9365
1714.39,1138
4058.94,4298
286.21,4224
694.38,8098
3601.16,5794
628.18,3132
1182.24,4873
1244,5003
1800,2470
1825.18,1788
1190.27,6990
541.57,5098
3129.79,8085
2191.7,8058
4591.47,711
4925.19,5884
3882.74,3480
2854.76,2631
348.59,7634
405.34,5377
888.11,5018
104.12,1989
482.61,4714
1510.92,2158
734.32,6325
417.83,1380
187.78,6814
3474.73,6665
4136.47,5102
3374.89,3366
1410.95,1409
4387.46,6456
1918.37,1005
2438.04,1496
4411.12,7143
4327.91,9212
4347.99,2919
2709.25,7367
3015.37,6349
1865.4,3069
3909.77,9287
1918.62,3642
3242.94,6713
1421.62,6907
1020.79,5707
1270.37,4603
2114.13,1867
3882.69,5965
2960.78,3088
3347.69,3775
3045.92,1972
841.08,1684
2601.53,2097
3924.39,9256
1066.72,2154
544.05,4991
3904.9,9491
919.48,635
3443.19,9816
4246.68,6160
4292.54,1899
2058.86,1568
64.41,6326
2593.28,7468
3476.88,4235
4979.1,4160
4592.13,9965
2100.32,7133
2294.97,4280
3137.74,2526
119.07,3238
3305.75,3943
954.8,1075
2257.78,1785
4686.22,5900
545.56,7660
238.96,1155
3232.96,821
3642.9,5447
200.13,9301
2595.96,1222
4734.75,395
2978.49,1266
1929.05,5372
4490.11,6956
2728.16,1328
4666.11,2290
1940.55,858
1942.66,693
2351.89,2118
2251.42,966
930.18,1539
1903.7,3897
4500.02,3877
1671.62,4809
1207.62,312
2771.78,3143
4468.15,1238
4497.57,8719
3727.02,5559
50.42,4872
1832.83,4451
799.07,9018
2975.07,6503
4745.3,9692
2085,1960
2209.13,7544
970.32,3277
4808.48,4218
4919.8,9959
1030.36,3816
2393.48,6955
236.02,3887
4232.75,2483
4629.1,169
878.99,4141
50.41,3664
4385.84,7462
371.96,9937
3242.03,7185
2893.42,3571
306.64,614
2119.78,32
177.69,4058
2168.73,5236
3221.78,4693
1657.42,4172
1048.96,898
3807.25,4618
3639.98,4223
1941.73,2429
1050.6,701
1484.95,4841
954.99,509
3639.55,4701
973.9,8287
1054.87,8895
4574.07,7263
2942.72,6769
3401.82,1955
3451.15,6883
1226.87,3467
800.82,5929
3513.33,3092
2318.66,4955
853.22,9535
1166.51,1146
474.26,8561
3653.55,2636
4200.21,6100
4970.2,2863
3500.91,6450
4248.1,1751
2447.58,8953
3786.92,5072
768.78,7905
4213.82,3813
2086.55,8603
3631.17,298
3246.09,3895
3347.94,39
229.3,6533
4167.61,7558
3243.75,758
1506,8616
2000.05,6720
1321.5,3741
4926.92,6043
3707.34,2817
1861.22,3239
339.94,2231
4004.49,1928
1836.41,9811
4992.27,9841
3709.25,4291
4343.32,7730
2475.72,6036
1926.92,6072
4068.2,4792
1428.93,2692
2170.31,9594
2475.83,2246
2558.93,2225
3986.99,3958
669.95,2452
865.97,5209
212.86,7505
1143.01,1358
3322.68,3525
232.13,5403
4563.26,6713
1921.53,3286
619.49,110
2615.6,9477
3745.15,5719
3412.75,3410
2589.79,7197
1170.14,6782
1331.87,237
3317.08,9429
2489.3,4542
3025.02,7194
4131.16,317
107.27,4155
2371.88,2125
2091.19,7266
1831.98,4860
4305.54,6290
2124.33,8966
1382.23,7408
4875.89,8448
3551.86,1778
4907.95,6324
1191.79,4170
4434.16,6650
3916.5,5668
4762.98,7554
3933.6,5972
2811.29,6075
2271.8,7810
4354.26,5836
521.76,8511
4655.37,2083
3535.31,9470
4897.56,5705
1646.08,5911
2421.58,5338
1223.07,1873
3556.07,9590
3018.51,4279
887.32,2408
1502.33,2533
3437.49,2246
1090.43,2307
791.9,7469
2452.24,4980
3509.78,3663
1369.78,9838
3558.43,7848
3442.3,5662
362.62,3205
2236.23,3269
4716.51,3776
2995.86,2114
3751.9,5786
4140.65,14
2526.07,6105
4046.6,567
4923.89,9379
1828.02,3507
1876.18,4315
961.75,4732
2158.33,244
4524.33,2564
1782.75,5347
3049.66,7664
2353.8,8402
335.96,2736
2002.2,2122
3168.39,6655
2127.76,7445
2566.01,9078
1510.61,3107
3019.77,9405
1925.08,8760
1299.99,6660
1555.24,8889
3159.73,8748
1120.51,4988
82.71,569
3814.89,4255
3281.97,4491
588.99,9973
1238.25,3716
4566.54,7308
808.14,5910
3626.73,2028
3154.38,2314
2195.19,5749
345.5,3113
1700.19,9308
4038.16,7270
1885.24,7496
1781.82,3286
4044.23,4292
522.23,4766
2138.12,4786
630.34,8280
3487.2,8586
4201.23,8650
1899.1,597
1820.22,3814
274.39,9136
725.47,1238
777.51,3764
3736.59,1558
3899.43,5798
2479.28,6783
136.05,3911
3689.57,9570
4408.72,5558
4440.33,1447
3144.87,2846
937.65,8352
4677.29,2241
4840.79,872
1115.61,2420
4871.72,6955
2298.79,1461
4274.9,8590
1761.83,964
1411.08,9429
2686.24,373
4210.07,8186
2840.41,6911
637.98,124
3040.03,2754
91.8,8973
1414.24,1907
96.64,6080
2422.81,3264
4638.44,5648
2451.15,7999
3673.79,8153
4067.56,9856
1233.94,9274
663.56,2170
4821.38,8691
715.24,917
894.02,5015
1549.18,772
1558.83,4167
2951.13,3869
4841.25,3010
3589.38,201
4599.77,69
1563.9,9735
1677.24,1076
3304.85,3590
4790.77,8551
2434.9,5709
897.07,9981
1480.81,4085
2759.32,8698
1012.81,8351
4512.01,5799
4612.92,8926
836.14,8854
3001.56,3199
3688.81,8331
3388.14,3627
3334.97,4270
3696.36,4788
2854.74,8872
177.76,3902
3503.28,5593
85.43,8517
66.9,980
4380.62,6348
3771.5,3155
2125.08,9362
4763.91,3928
4933.21,3989
1013.76,3192
4491.52,2271
91.45,3603
4214.7,910
797.45,9906
61.22,2848
1230.88,3665
2981.98,947
850.14,7133
3477.33,6472
1409.98,5761
2213.85,8079
4648.3,6428
242.87,2766
3992.46,1797
1433.02,1603
3750.92,8464
2130.5,7816
1230.92,380
1207.25,2774
4388.03,4329
2104.7,3446
1378,2918
114.96,8298
1432.72,2685
2622.11,6749
1626.07,1433
3901.04,1724
3333.9,8380
3399.15,7673
248.54,2933
4624.97,1644
2083.39,9941
2464.78,2870
2315.84,625
4875.73,3789
2289.47,4181
4093.14,8858
616.64,1548
2630.07,4118
1980.6,1150
3816.66,527
2581.07,8255
3212.9,249
3415.78,2434
1318.73,8252
2682.61,2017
4682.29,5511
4779.15,4998
2471.25,2847
1702.78,1460
2256.99,148
2805.04,7382
1144.56,3416
3995.12,6782
539.97,9491
3443.96,2975
1215.4,7979
3335.13,8933
1378.09,5842
624.57,9921
2712.89,2861
1725.22,2506
1559.74,4276
2124.83,8156
500.16,9484
3355.1,53
1702.66,3640
119.75,7687
1782.93,7927
1248.66,7755
3528.44,996
3990.52,2258
1875.96,6826
4418.39,1050
4682.02,1927
1983.63,4964
0.57,9979
3233.33,6221
1922.76,963
4192.65,9151
4015.63,3698
3959.62,906
3149.67,2771
4274.5,4995
3118.86,3804
20.31,4489
888.79,598
2377.62,4776
2582.81,2593
2517.27,6788
3991.09,3583
3051.6,2940
3867.65,1860
4240.11,5364
1822.37,3041
31.91,5365
152.73,7298
4830.75,8006
495.13,5874
665.98,849
1767.91,9585
2595.13,7096
1848.68,5855
2590.98,2446
98.09,8800
764.02,9671
3191.35,63
2887.94,69
1882.93,5600
848.99,5020
1495,88
2858.44,427
631.72,3291
3124.2,8204
976.35,1534
1676.96,2065
1139.57,4339
3239.96,5158
2863.52,6038
3709.97,8309
1333.54,7795
3150.19,9035
1680.83,7117
251.24,7814
4600.36,7018
4304.17,9102
453.06,3234
76.98,7645
211.21,6544
1345.37,8840
4018.51,8728
1809.57,6487
1155.06,9102
797.54,9049
4165.99,7224
4017.92,9211
4704.64,3936
33.11,8568
4884.62,5187
2714.12,7809
1376.89,7915
2982.77,8749
1129.84,7850
2089.64,3980
20.51,1346
3545.83,2026
2644.84,8585
1086.54,5268
4067.51,3301
2786.39,9920
510.51,5987
4521,256
31.21,2583
1618.22,3914
256.82,1336
1088.77,8786
4975.2,4444
2966.48,6636
3356.78,1422
4718.03,3917
3245.72,9815
2023.32,8436
4270.89,453
3267.72,443
881.33,6397
1397.66,8233
4697.35,4789
4154.16,4464
1386.97,7810
4348.99,7252
4603.94,2567
3128.74,7232
3236.28,6186
7.43,9085
2649.59,8488
421.88,2053
1849.32,712
3400.92,4899
2610.04,2959
427.26,3680
4610.4,9646
3652.55,7417
1676.42,8428
2061.21,7320
3938.63,8946
4613.62,43
1780.18,7528
3108.32,1338
3491.81,3414
1154.25,8624
4163.03,4909
3129.65,7749
3485.67,3301
3680.64,1124
3262.57,2251
3374.71,1024
7.78,8468
1609.1,5449
430.56,7490
811.93,6179
2495.13,9437
4181.31,2604
3671.65,1549
3511.28,7545
2047.5,9550
1395.89,4024
1671.21,1694
269.1,2634
3469.48,9547
141.22,4642
3617.51,8938
4975.7,1782
3291.89,1458
4458.32,6356
4911.6,2969
1507.21,1888
3515.7,9113
3149.42,3985
4343.67,2720
493.89,6166
3588.46,9770
441.34,9306
277.78,3888
2305.29,7041
222.64,7978
2192.41,6115
1126.8,9447
1016.01,265
155.19,1364
3816.06,7891
1384.03,7201
3996.43,969
4928.42,7623
1292.49,9052
108.65,6341
14.57,6739
805.98,7485
4817,1544
426.1,8216
2818.56,1257
4692.39,3081
2455.59,401
3774.86,5196
3741.61,3170
2552.72,718
432.41,224
4088.43,1978
4946.89,7254
1046.78,9664
2560.19,7850
4344.43,3565
3764.29,7513
1045.02,7323
2292,2466
1269.39,5102
4613.8,9351
4372.42,1442
181.94,1754
874.94,3164
3921.19,4799
457.38,2284
3739.1,9673
614.61,2989
3226,31
4136.38,1105
4120.87,5112
647.39,411
1405.15,5989
435.82,3634
1038.36,9990
1831.93,8388
4867.74,5553
3195.12,7506
698.2,9411
4604.53,7412
2544.03,3148
936.83,2861
4894.53,9567
1060.14,1088
4050.68,6720
4113.8,5603
183.55,145
97.95,2909
3869.13,8079
3319.1,1013
3717.49,9634
3690.05,1289
1768.75,3429
552.44,3570
2874.58,9345
3765.82,3640
1410.13,7570
4099.68,6785
543.13,6066
286.63,9449
148.77,5012
3913.89,8859
154.47,4369
184.1,8036
3763.35,2043
3591.89,143
2639.16,8319
4308.11,7496
3590.33,6850
4820.44,8883
4786.61,5727
3799.86,1179
2377.69,7358
3590.75,1288
1372.5,8136
3754.76,6313
4733.9,2011
3276.94,684
2199.17,15
2511.02,4485
3985.08,5207
4345.22,7147
4689.61,787
4247.34,1956
1730.71,8599
1693.99,8911
3752.08,8974
1341.99,530
441.41,4959
459.67,5695
179.22,6590
1394.98,9981
1779.82,9723
1272.59,3213
3943.99,7000
3933.37,4341
2568.96,9341
1085.33,2092
4583.52,6405
95.23,5175
750.81,901
4492.12,4858
4894.33,8208
1374.21,6828
707.29,9834
1546.42,2196
3178.79,6968
4286.73,2594
90.06,6736
2925.72,4811
4836.54,7615
1325.37,8886
1986.6,5538
4381.89,8885
3251.11,1302
343.78,8680
2224.41,1023
3347.51,128
16.08,4393
9.46,1057
1398.49,6054
2734.35,3878
2801.07,8606
1222.9,4664
4877.42,2317
2590.82,5004
1564.53,4547
3017.19,9659
3764.63,750
1790.21,8121
619.15,8596
1613.01,1754
4129.71,3680
792.36,7897
2661.48,3385
1908.29,2551
1607.06,2031
3538.18,67
4713.38,9383
770.68,2786
4291.33,6541
2927.52,2024
3794.32,905
640.28,2337
2730.92,4175
1480.52,5
4876.37,9299
2041.67,2228
3978.27,8825
1820.55,5080
1217.73,1332
3534.99,8429
2842.63,8825
183.36,4212
3179.74,658
4287.2,9853
4382.4,592
2171,6016
4818.91,8261
3302.79,6733
137.74,6660
2937.81,858
1958.49,3267
1389.27,501
922.73,2805
256.26,8667
2398.43,9017
2487.8,1162
2407.1,6788
3446.2,5103
4105.02,2245
4159.98,400
1813.3,7836
3367.94,8934
3772.35,5897
410.68,9576
2011.01,1305
1792.86,8764
589.62,4270
2126.49,2625
1096.03,7244
1204.68,5178
3337.7,6229
4895.03,1878
1745.78,4481
2942.45,9782
91.28,1691
4936.19,2369
572.03,4155
4247.81,7272
4172.5,8443
3434.56,6028
574.31,5201
780.9,3306
1159.64,3308
2515.66,605
4793.69,616
856.42,6294
4681.4,7416
2606.49,6881
2695.84,9814
1747.45,1428
173.77,8502
3154.46,2510
2195.57,5434
4108.21,7853
2077.21,8760
1694.33,7607
154.91,3200
1096.34,9033
4782.24,7765
3092.67,790
1289.65,4996
3343.44,405
1318.3,8336
4838.41,7253
1363.64,8889
816.61,2466
1272.63,1208
1828.91,1124
3105,1541
4435.07,1988
4593.37,2342
4553.38,1327
2442.79,5331
4870.26,1767
4652.36,7159
2412.73,6231
3047.57,7041
1594.1,7886
3427.23,3009
3349.25,5591
1653.17,2219
1360.29,6900
3815.39,4527
4551.43,2764
1703.26,5955
4940.64,1343
951.18,2535
3630.92,7638
698.9,9356
1342.63,6459
1468.67,1240
3579.4,6905
3232.36,6135
2488.25,8478
2443.09,543
3098.37,2495
894.06,322
2688.43,1890
4650.48,1963
1077.69,1022
4135.36,6830
1368.96,3672
3817.72,8663
2439.16,7212
1860.96,7383
4065.2,9038
3427.23,7851
3158.73,1149
105.14,2393
4126.3,766
3819.33,1456
1988.99,7323
4408.35,2074
3801.42,8726
2371.39,8330
156.16,2726
4112.4,9986
4185.31,4990
2249.08,1833
1194.6,8285
900.61,3293
3602.55,1753
4449.2,8643
4972.01,7310
645.9,3508
2347.14,3512
2299.8,5850
1490.58,4530
4667.64,8590
2704.66,1365
1930.75,4046
914.76,3801
3640.61,9054
782.68,3699
2965.88,5304
1794.86,4316
4486.09,1030
1120.45,1960
1473.48,790
3047.82,8964
4489.7,5138
4178.56,3487
452.33,1713
996.89,2865
4349.99,8937
3420.36,6419
3510.12,910
3726.85,8929
3860.42,7649
2480.95,483
1855.16,1760
2565.25,933
4230.02,3584
3347.41,5969
4985.6,4407
1832.12,5930
2807.46,5079
1083.8,3932
673.18,2842
1996.28,929
3380.74,2165
136.28,5540
389.09,4278
2934.7,4471
4303.12,3435
3494.07,6539
683.11,1216
1756.84,5903
428.12,7323
4439.1,7103
4716.19,5158
1349.52,1712
1349.72,6948
4519.33,7675
2416.75,6273
3404.14,5682
2077.11,7891
1271.89,4903
2411.9,1261
4744.27,756
4072.65,5861
2073.58,6088
1922.11,6702
1040.25,2558
30,5166
3041.39,9995
818.69,4159
2118.52,2505
4323.95,5828
2824.37,809
1564.98,6563
4596.36,5138
3848.28,8964
2199.55,4692
3290.03,7548
4095.51,2780
3383.72,2095
3749.61,2541
2192.46,1778
3753.91,6474
3757.4,1910
2329.71,2163
4166.26,4264
2041.96,4294
1514.68,9987
2804.91,7145
1895.35,9042
1891.43,2993
882.92,8983
3187.71,2897
4719.78,4506
2146.65,6789
4583.16,2933
4540.98,6281
1532.52,1296
3005.37,7024
4464.17,8542
3291.31,733
4610.02,7510
4485.62,1877
2514.42,1988
1176.15,1976
3036.88,7827
2694.97,3120
2858.99,2232
2602.99,1365
2201.57,8549
4893.49,2307
2876.97,2678
3135.99,9272
483.14,994
288.05,1102
2475.44,3723
290.55,3263
3273.39,7514
1564.17,2890
2073.75,16
842.02,4222
1194.27,3335
2767.18,7979
3891.78,5993
144.86,5228
38.24,6234
1952.59,864
2467.5,4602
4522.51,8855
1265.9,7226
3268.4,8063
2395.48,3793
3816.24,3410
1934.8,8881
4750.78,7467
576.55,843
1960.77,461
4326.79,2483
2058.63,1625
2611.01,6353
3830.34,7801
1717.19,4533
4033.14,8540
2820.28,4275
2406.97,2709
3085.01,5173
4686.53,7477
2708.85,9720
1141.89,5891
4442.77,1726
1314.28,7647
3369.19,5964
634.55,2664
2558.54,8231
3065,2058
318.63,5188
4447.83,7495
2312.16,4077
2706.77,6247
2029.86,4905
1418.09,9104
4067.51,3637
181.82,744
4273.56,7092
